Attendance,Coding_Score,DSA_Score,Aptitude,Communication,Projects,Internships,CGPA,Placement_Status
97,66,40,41,61,0,0,5.95,Placed
59,84,91,57,91,4,1,6.99,Placed
84,29,45,31,31,5,3,9.26,Placed
49,63,88,65,70,1,3,5.52,Placed
87,57,98,92,30,2,1,7.21,Placed
42,51,90,39,55,0,3,6.12,Placed
84,48,51,48,76,5,1,5.73,Placed
58,51,22,98,81,3,3,7.78,Placed
76,44,72,43,86,4,3,8.14,Placed
96,69,53,66,53,3,2,6.82,Placed
99,50,60,89,65,0,1,6.61,Placed
92,51,88,94,36,0,3,7.68,Placed
46,97,49,64,90,1,3,6.35,Placed
93,26,78,99,76,3,3,5.32,Placed
50,22,91,77,91,5,0,9.48,Placed
70,38,28,65,28,5,2,7.85,Placed
100,23,96,82,75,5,1,9.93,Placed
53,77,59,88,58,2,1,7.85,Placed
96,85,72,38,89,5,2,9.31,Placed
79,26,65,95,35,0,0,7.65,Placed
86,40,44,51,96,1,1,5.15,Placed
99,83,35,62,31,0,3,7.87,Placed
100,69,72,68,80,1,2,5.91,Placed
59,65,42,75,52,3,0,5.92,Placed
65,45,49,64,30,2,3,8.76,Placed
73,52,22,97,27,4,0,8.41,Placed
46,41,20,87,21,0,2,6.92,Placed
41,92,92,67,28,1,1,8.18,Placed
71,43,88,47,64,0,1,8.0,Placed
76,42,76,42,84,1,3,5.15,Placed
42,88,35,59,57,0,2,8.42,Placed
77,86,41,32,83,1,1,9.99,Placed
98,63,78,90,69,3,0,8.34,Placed
44,63,51,66,38,1,3,5.94,Placed
65,25,65,27,81,5,0,9.24,Placed
45,61,87,92,93,5,3,8.78,Placed
81,45,56,61,37,3,1,6.46,Placed
80,74,71,75,68,0,3,5.12,Placed
46,61,91,81,98,3,2,7.49,Placed
90,56,27,87,25,1,0,6.54,Placed
77,93,89,42,60,5,0,7.67,Placed
43,58,69,44,65,4,0,9.12,Placed
83,75,85,87,42,4,2,8.41,Placed
42,47,32,78,43,1,2,5.36,Placed
53,83,46,93,98,0,0,9.61,Placed
53,34,57,20,50,5,2,9.92,Placed
64,49,67,71,25,1,1,7.99,Placed
79,53,74,93,100,2,1,9.7,Placed
81,54,72,21,73,3,3,6.39,Placed
97,44,82,52,96,0,3,5.21,Placed
89,77,36,48,29,5,0,5.58,Placed
97,82,28,43,88,2,1,9.72,Placed
56,70,56,88,56,2,2,5.54,Placed
47,70,45,31,91,3,1,5.64,Placed
42,80,81,33,34,1,0,9.17,Placed
51,30,28,50,75,4,2,7.19,Placed
49,76,96,25,84,1,1,8.62,Placed
42,92,21,39,63,2,1,6.75,Placed
52,27,70,68,39,2,0,6.13,Placed
80,44,62,76,23,3,0,9.22,Placed
78,87,56,91,40,1,2,5.28,Placed
83,28,72,86,88,0,1,8.62,Placed
60,67,24,38,33,5,1,5.03,Placed
40,92,27,69,92,0,1,8.81,Placed
42,92,89,29,22,5,3,9.69,Placed
81,69,56,98,69,3,1,8.41,Placed
79,52,64,78,81,1,3,7.68,Placed
63,48,38,56,42,3,2,9.41,Placed
63,22,75,58,38,0,3,7.05,Placed
96,89,49,71,36,5,2,6.04,Placed
65,73,73,78,77,3,3,7.32,Placed
61,61,71,37,87,1,1,6.08,Placed
52,92,44,99,66,3,3,6.87,Placed
59,47,70,38,80,0,3,6.5,Placed
93,99,72,26,45,1,2,7.76,Placed
50,69,86,75,43,3,0,8.47,Placed
64,92,42,54,92,1,3,7.88,Placed
91,45,39,72,60,3,1,9.34,Placed
48,82,60,98,98,4,0,8.38,Placed
90,28,30,22,21,0,2,9.26,Placed
60,65,45,39,47,2,0,6.81,Placed
98,60,94,77,80,2,1,6.45,Placed
46,91,40,39,40,3,0,7.66,Placed
79,72,40,91,90,5,3,8.5,Placed
57,51,34,38,76,0,0,5.68,Placed
64,80,68,81,41,0,2,9.65,Placed
77,93,43,77,22,3,2,9.43,Placed
45,67,28,42,37,4,2,8.39,Placed
98,39,34,45,61,2,0,6.77,Placed
91,83,22,99,95,3,1,6.83,Placed
56,44,85,55,86,0,3,6.59,Placed
50,26,50,59,53,3,3,6.69,Placed
57,78,30,62,90,0,1,9.36,Placed
99,99,21,93,22,2,3,6.0,Placed
70,68,69,24,54,5,3,6.68,Placed
91,85,74,72,63,1,2,8.6,Placed
75,44,82,56,54,0,3,9.59,Placed
45,60,85,34,22,1,0,6.21,Placed
51,67,28,39,93,1,0,9.32,Placed
40,21,63,99,29,1,3,8.16,Placed
61,33,98,35,27,5,1,6.0,Placed
87,30,43,31,31,0,3,8.96,Placed
54,46,26,30,69,2,1,7.38,Placed
52,83,97,43,80,2,0,7.21,Placed
72,20,30,42,45,2,1,9.39,Placed
76,44,35,29,44,1,2,8.78,Placed
54,40,70,95,57,4,3,7.53,Placed
58,47,74,52,64,5,1,7.65,Placed
81,52,56,40,28,0,0,7.47,Placed
97,27,99,75,30,5,3,5.06,Placed
87,31,60,95,66,5,0,7.85,Placed
86,60,77,65,81,2,3,6.5,Placed
71,60,89,44,49,4,1,5.21,Placed
62,72,79,79,61,3,3,9.34,Placed
69,77,39,38,69,3,0,9.37,Placed
90,60,68,100,39,3,2,5.07,Placed
90,42,39,95,43,1,0,5.08,Placed
70,39,54,63,45,0,3,6.96,Placed
59,90,55,49,44,3,3,7.16,Placed
100,40,82,27,65,0,0,9.76,Placed
85,81,97,57,38,1,3,9.02,Placed
66,82,21,59,100,1,2,8.15,Placed
83,99,74,98,35,4,1,7.65,Placed
61,67,36,67,92,3,0,5.09,Placed
63,73,51,46,61,5,1,9.55,Placed
97,60,80,55,91,2,2,8.49,Placed
97,36,61,100,93,1,1,9.07,Placed
55,82,92,80,22,2,0,6.92,Placed
49,99,61,30,87,3,3,8.01,Placed
97,54,28,77,69,1,2,8.56,Placed
63,27,80,51,48,5,0,6.64,Placed
92,99,81,91,38,2,2,7.42,Placed
60,97,88,45,44,4,0,6.48,Placed
43,44,87,84,56,1,3,7.11,Placed
92,21,58,53,46,1,2,5.13,Placed
81,73,30,67,79,1,3,8.13,Placed
75,40,96,76,60,0,2,7.28,Placed
52,97,78,56,40,4,1,6.61,Placed
41,35,26,61,90,3,2,5.71,Placed
93,68,90,23,100,3,2,6.98,Placed
60,98,24,56,61,4,0,9.42,Placed
43,36,83,28,28,1,1,5.51,Placed
50,50,31,66,65,2,0,7.06,Placed
88,28,83,71,89,0,3,8.21,Placed
65,39,90,31,46,3,1,5.58,Placed
98,53,49,50,27,5,0,5.26,Placed
93,48,81,25,25,1,1,9.75,Placed
95,37,84,60,61,3,3,5.1,Placed
88,57,83,23,73,4,0,5.2,Placed
77,24,46,49,94,3,0,6.75,Placed
45,94,67,85,41,3,1,5.76,Placed
40,100,99,56,54,4,2,7.55,Placed
50,45,97,52,62,1,2,9.49,Placed
65,35,56,77,23,3,3,6.02,Placed
47,25,69,33,46,1,2,9.16,Placed
83,47,95,58,66,3,0,8.24,Placed
54,92,52,47,85,0,2,5.06,Placed
93,43,62,46,83,5,3,8.6,Placed
69,70,97,41,82,3,2,8.98,Placed
82,51,29,98,33,0,0,8.1,Placed
94,21,55,20,58,3,3,8.64,Placed
50,32,26,67,47,5,1,9.85,Placed
87,67,29,55,73,5,0,6.49,Placed
42,35,58,38,53,3,1,5.6,Placed
80,23,80,42,21,0,0,8.62,Placed
69,94,91,54,54,0,3,5.32,Placed
84,39,47,28,70,5,3,5.15,Placed
71,75,79,72,42,0,0,8.28,Placed
89,55,56,81,45,2,0,8.36,Placed
95,44,50,77,20,5,0,9.37,Placed
93,75,91,82,49,5,0,6.43,Placed
45,96,67,78,80,4,1,6.87,Placed
97,67,90,89,38,2,2,7.04,Placed
77,71,67,79,64,2,1,9.07,Placed
88,83,89,72,66,3,0,8.01,Placed
96,37,62,65,79,3,1,9.45,Placed
61,84,100,38,96,2,1,9.26,Placed
76,37,46,70,30,3,0,9.95,Placed
74,25,86,33,93,0,2,9.67,Placed
82,41,49,62,82,0,2,8.66,Placed
91,67,90,70,86,5,3,6.1,Placed
62,72,33,48,78,1,1,8.58,Placed
97,84,33,83,38,0,2,6.21,Placed
65,58,46,89,32,1,0,5.08,Placed
58,35,46,43,29,0,2,7.26,Placed
47,74,65,71,21,5,2,6.72,Placed
63,46,58,74,99,4,3,8.18,Placed
77,25,82,24,83,2,2,5.16,Placed
84,80,69,88,32,3,2,9.75,Placed
83,82,23,68,24,3,0,7.37,Placed
74,31,30,51,100,0,3,6.9,Placed
61,50,97,80,24,2,2,7.76,Placed
85,77,47,98,72,0,0,8.42,Placed
77,23,84,76,28,4,1,7.32,Placed
84,92,69,88,26,2,0,8.49,Placed
71,42,77,57,40,0,2,8.01,Placed
67,34,39,29,45,3,3,6.25,Placed
64,42,68,25,58,1,1,6.7,Placed
83,94,83,49,76,5,0,5.51,Placed
48,36,97,92,23,3,3,6.83,Placed
84,75,22,87,67,5,0,7.09,Placed
42,55,75,91,74,0,0,5.44,Placed
96,65,80,71,84,1,1,5.61,Placed
50,31,93,43,45,3,2,7.79,Placed
70,28,43,94,72,0,0,6.16,Placed
49,58,37,70,21,2,0,7.55,Placed
40,34,87,54,94,4,0,6.52,Placed
91,37,60,51,81,1,1,8.32,Placed
70,81,47,32,42,3,0,5.73,Placed
48,85,38,28,81,4,0,7.83,Placed
55,100,72,100,66,1,2,7.03,Placed
88,75,25,61,70,0,1,8.36,Placed
99,67,70,77,97,1,1,7.4,Placed
100,85,72,40,50,4,2,7.49,Placed
44,75,96,23,73,0,0,8.52,Placed
89,38,25,67,55,3,2,7.32,Placed
91,63,58,88,97,2,2,9.28,Placed
70,85,82,69,95,5,1,7.35,Placed
45,82,63,88,86,4,0,6.26,Placed
57,54,56,96,85,1,2,9.63,Placed
60,50,92,44,64,2,1,9.13,Placed
73,72,55,53,96,3,1,8.84,Placed
96,37,57,44,66,5,2,6.02,Placed
69,94,86,42,35,5,2,8.19,Placed
53,96,63,43,83,2,1,6.96,Placed
85,54,92,78,88,2,1,6.27,Placed
44,52,35,68,90,3,0,5.33,Placed
91,52,83,78,90,4,2,7.56,Placed
66,45,54,26,74,5,3,7.98,Placed
70,75,69,60,35,1,1,5.61,Placed
88,26,25,28,55,0,2,5.64,Placed
46,74,46,25,92,0,0,5.56,Placed
79,55,56,75,50,1,1,8.09,Placed
76,54,90,65,50,1,0,7.77,Placed
60,48,41,69,46,4,0,9.77,Placed
45,93,98,54,82,0,0,6.23,Placed
66,48,50,78,98,1,1,9.59,Placed
57,33,20,50,59,3,3,7.23,Placed
54,32,30,72,76,3,1,8.7,Placed
64,98,68,22,89,2,1,9.41,Placed
71,75,87,63,61,0,3,7.54,Placed
64,76,97,46,67,1,0,8.0,Placed
84,68,41,71,46,1,2,6.77,Placed
57,51,57,49,68,4,3,9.8,Placed
83,92,51,28,77,5,0,6.94,Placed
62,66,68,22,82,3,3,9.55,Placed
45,75,52,64,49,2,2,9.56,Placed
56,81,40,41,48,4,1,9.23,Placed
64,66,26,49,31,5,1,5.46,Placed
84,90,26,52,30,4,2,7.27,Placed
58,38,75,55,43,1,3,6.56,Placed
73,28,49,31,99,0,1,6.44,Placed
70,74,41,50,22,1,0,5.34,Placed
46,54,42,88,35,3,2,8.62,Placed
49,88,43,51,21,2,1,8.83,Placed
72,22,84,84,27,3,1,5.84,Placed
70,39,36,50,97,2,2,7.31,Placed
69,42,34,51,40,5,0,5.34,Placed
64,37,20,56,78,4,3,8.39,Placed
65,90,89,71,87,3,2,8.93,Placed
76,71,52,87,72,1,3,5.63,Placed
42,46,29,96,67,2,0,8.02,Placed
66,68,68,58,67,0,2,7.44,Placed
88,22,47,75,38,3,1,8.25,Placed
59,70,51,38,22,1,3,6.26,Placed
65,79,79,67,46,3,1,7.08,Placed
43,51,38,32,57,2,0,6.75,Placed
98,69,75,29,96,2,2,9.11,Placed
75,81,25,81,28,2,2,5.97,Placed
99,84,41,21,32,1,2,5.3,Placed
72,47,100,86,67,0,3,7.02,Placed
91,98,78,64,99,2,2,6.84,Placed
91,86,94,35,76,3,3,8.82,Placed
42,90,92,84,28,1,3,6.65,Placed
85,76,54,38,38,1,0,8.08,Placed
57,70,48,25,25,2,0,9.77,Placed
52,73,92,44,73,1,3,7.74,Placed
56,46,20,28,40,0,2,8.64,Placed
90,28,48,79,41,5,3,5.57,Placed
82,78,63,98,67,3,2,7.89,Placed
75,62,100,61,87,1,2,9.03,Placed
89,51,48,22,75,3,2,6.64,Placed
72,58,83,71,26,4,2,9.01,Placed
56,33,38,91,48,1,1,7.32,Placed
49,32,89,84,66,3,3,7.1,Placed
61,58,30,51,40,4,3,9.74,Placed
82,28,60,27,75,3,3,5.77,Placed
70,23,62,67,35,2,1,7.43,Placed
71,70,95,47,71,3,1,6.43,Placed
79,41,63,40,96,2,3,9.27,Placed
46,30,30,21,39,4,3,7.46,Placed
45,39,26,20,80,1,0,5.67,Not Placed
93,66,65,93,31,0,1,9.46,Placed
61,32,24,94,30,0,0,9.11,Placed
52,41,70,82,33,2,2,8.08,Placed
73,29,98,56,37,0,3,8.03,Placed
56,40,85,32,83,4,1,8.45,Placed
42,70,63,40,80,3,2,9.76,Placed
59,57,71,73,50,2,2,6.05,Placed
69,39,39,24,30,0,0,5.74,Not Placed
68,36,39,29,56,2,2,7.9,Placed
85,81,75,72,35,5,2,9.69,Placed
53,80,24,66,40,3,1,6.73,Placed
43,24,52,69,43,3,3,8.29,Placed
65,61,77,37,61,5,3,8.29,Placed
98,92,43,20,41,2,3,5.47,Placed
96,62,38,25,37,1,3,9.79,Placed
98,45,43,73,24,0,2,8.56,Placed
91,98,67,63,20,0,3,8.86,Placed
72,45,47,38,62,5,2,7.65,Placed
96,87,95,98,98,1,3,8.85,Placed
86,25,78,95,90,2,3,5.22,Placed
61,22,72,95,100,0,3,9.15,Placed
66,79,97,93,49,2,1,7.25,Placed
59,24,49,94,52,3,2,5.02,Placed
54,25,48,77,50,3,0,7.15,Placed
44,55,88,89,73,0,2,8.84,Placed
82,26,83,94,47,4,2,8.9,Placed
94,50,69,91,62,1,1,5.07,Placed
67,30,62,51,81,0,0,5.65,Placed
87,53,41,57,52,3,1,9.53,Placed
53,40,66,32,56,2,0,5.38,Placed
49,35,20,50,28,2,1,5.57,Placed
68,63,35,84,88,3,0,7.41,Placed
79,55,30,65,31,2,1,6.94,Placed
52,89,52,22,99,0,0,5.81,Placed
61,40,86,88,44,3,2,5.15,Placed
94,69,75,33,85,3,1,5.84,Placed
79,81,95,28,49,5,3,7.79,Placed
69,69,61,67,45,0,0,7.26,Placed
40,93,65,22,67,5,2,7.08,Placed
93,20,60,79,30,1,0,7.97,Placed
75,34,95,37,80,3,2,5.6,Placed
91,24,60,51,59,4,3,6.47,Placed
94,33,27,58,37,5,2,9.08,Placed
49,55,63,72,29,4,2,5.38,Placed
59,58,72,22,23,2,2,5.92,Placed
45,37,87,97,96,0,2,5.57,Placed
56,62,60,35,43,4,1,7.91,Placed
45,49,26,55,59,4,0,9.06,Placed
75,93,89,58,90,5,2,5.5,Placed
65,25,59,73,31,5,2,6.35,Placed
43,37,28,32,95,0,0,9.46,Placed
42,80,66,71,89,0,2,5.79,Placed
100,91,51,30,62,1,1,8.24,Placed
76,33,100,22,80,1,1,5.85,Placed
92,85,50,72,20,5,2,7.88,Placed
86,44,83,90,50,0,3,6.06,Placed
82,69,44,87,57,2,1,7.02,Placed
77,72,94,56,54,1,0,8.53,Placed
56,97,83,20,34,3,1,8.73,Placed
84,36,93,43,94,0,1,5.66,Placed
42,49,51,25,29,5,3,5.66,Placed
53,55,34,93,20,5,1,8.59,Placed
93,21,72,33,63,1,3,5.72,Placed
86,35,67,61,72,3,2,7.22,Placed
52,38,46,69,65,1,1,7.45,Placed
100,55,75,26,52,0,3,7.32,Placed
43,27,78,87,57,1,3,5.55,Placed
58,38,56,55,42,3,0,7.37,Placed
88,87,28,95,78,2,2,8.22,Placed
68,45,55,81,69,2,1,7.4,Placed
68,37,22,50,82,3,1,9.93,Placed
75,85,38,34,54,5,2,7.61,Placed
84,32,54,86,59,5,3,5.1,Placed
76,33,50,56,52,1,1,8.14,Placed
73,20,39,22,61,5,3,7.84,Placed
40,81,44,43,33,5,2,8.6,Placed
67,52,54,95,45,5,3,8.35,Placed
78,92,92,65,32,3,3,8.12,Placed
96,51,61,25,63,2,3,8.79,Placed
74,62,83,49,75,4,0,8.45,Placed
46,92,37,49,72,0,1,7.34,Placed
74,29,33,90,76,5,1,6.1,Placed
53,47,67,32,24,2,0,9.59,Placed
66,35,55,95,77,1,0,6.7,Placed
55,98,35,31,52,4,1,5.22,Placed
84,55,89,41,20,3,1,8.98,Placed
96,62,32,31,84,4,1,9.62,Placed
57,20,74,64,65,3,1,5.13,Placed
46,100,93,22,55,1,1,9.11,Placed
54,25,42,45,46,1,1,6.47,Placed
43,77,48,99,37,0,0,8.63,Placed
86,46,66,100,58,5,3,5.77,Placed
44,40,80,68,20,1,2,5.18,Placed
51,73,33,30,40,1,0,5.77,Placed
46,75,49,41,54,5,2,9.43,Placed
50,96,88,92,47,3,3,5.86,Placed
93,76,55,60,53,4,1,9.63,Placed
91,22,45,71,57,3,3,9.64,Placed
95,94,34,36,26,1,0,7.8,Placed
65,94,37,26,86,1,1,8.99,Placed
55,26,85,97,89,0,1,7.7,Placed
45,63,87,88,31,2,2,6.66,Placed
48,42,25,74,82,1,1,9.01,Placed
54,31,86,38,99,3,0,7.11,Placed
80,89,30,61,78,1,2,9.96,Placed
61,23,24,21,23,5,0,9.31,Placed
86,23,30,61,41,5,0,5.41,Placed
52,81,32,76,88,5,2,5.29,Placed
80,97,23,39,65,2,3,8.36,Placed
90,84,57,57,53,1,0,7.73,Placed
49,96,93,89,81,2,3,7.61,Placed
89,29,39,42,56,4,0,6.57,Placed
70,25,84,75,79,0,0,8.0,Placed
40,53,51,68,64,5,2,5.44,Placed
86,86,55,87,39,3,3,7.82,Placed
55,72,39,54,85,1,2,6.85,Placed
43,66,59,41,93,3,0,7.76,Placed
42,100,80,26,72,1,1,7.05,Placed
94,98,91,78,99,2,0,8.86,Placed
89,87,43,36,28,0,2,9.01,Placed
99,35,70,52,87,0,0,6.31,Placed
86,53,42,90,80,3,1,7.58,Placed
64,44,87,28,71,2,1,5.77,Placed
44,38,71,99,57,5,1,7.61,Placed
81,59,72,58,40,0,1,9.4,Placed
88,36,67,87,75,1,0,6.55,Placed
89,52,30,79,25,3,2,9.73,Placed
80,69,40,65,67,2,0,5.93,Placed
90,49,67,63,89,5,1,6.47,Placed
95,22,30,80,68,2,3,8.96,Placed
95,57,85,93,87,4,0,8.86,Placed
86,33,67,50,91,5,1,9.15,Placed
57,62,37,79,98,5,0,8.37,Placed
61,24,57,27,57,1,1,9.58,Placed
53,65,44,87,52,4,2,9.42,Placed
47,70,48,38,33,0,0,8.56,Placed
69,87,79,35,89,0,1,6.21,Placed
45,100,45,83,47,1,3,8.22,Placed
54,25,72,24,29,0,3,8.79,Placed
60,69,32,79,84,3,0,5.05,Placed
51,46,23,23,95,0,2,8.89,Placed
47,90,36,96,87,0,1,8.44,Placed
61,80,83,53,56,4,0,9.8,Placed
98,73,20,99,47,3,2,8.05,Placed
62,37,27,29,59,4,0,9.04,Placed
95,87,93,56,33,4,2,6.13,Placed
65,87,81,63,23,4,1,8.78,Placed
66,44,41,40,47,4,1,5.37,Placed
68,55,62,63,73,0,0,6.28,Placed
42,57,36,86,88,3,0,9.15,Placed
80,22,63,50,83,3,3,7.18,Placed
90,25,86,32,34,5,1,7.13,Placed
94,22,25,44,27,4,1,6.81,Placed
65,97,31,23,69,1,3,5.36,Placed
100,47,32,42,47,2,2,6.78,Placed
92,75,85,90,43,3,0,7.43,Placed
94,82,74,91,38,4,1,9.92,Placed
93,53,57,25,34,1,2,9.48,Placed
40,87,77,44,63,2,1,7.38,Placed
82,90,87,37,72,0,1,6.17,Placed
63,98,35,26,33,5,2,7.26,Placed
84,22,97,26,84,2,0,9.02,Placed
58,93,43,22,77,2,1,7.01,Placed
78,93,99,100,73,4,3,9.35,Placed
82,57,90,97,96,5,3,5.45,Placed
73,57,38,88,66,4,3,8.18,Placed
76,51,38,62,92,0,2,5.11,Placed
72,59,92,99,44,1,1,5.54,Placed
93,48,57,38,75,3,0,7.04,Placed
84,22,91,80,39,3,0,7.29,Placed
66,23,76,42,47,2,1,7.6,Placed
54,61,97,66,51,4,1,8.29,Placed
75,22,56,20,64,3,0,9.91,Placed
97,92,98,75,63,0,1,7.03,Placed
88,65,89,38,75,5,2,5.47,Placed
75,68,93,68,64,3,0,9.62,Placed
53,21,91,81,74,0,1,8.83,Placed
91,87,60,93,63,0,2,9.22,Placed
89,54,71,89,39,1,2,9.25,Placed
57,100,25,23,41,3,1,5.0,Placed
82,85,75,96,70,3,0,9.99,Placed
47,69,84,45,29,0,1,9.07,Placed
61,23,26,28,68,4,0,8.06,Placed
57,30,57,100,97,0,2,5.27,Placed
66,42,100,86,45,4,3,8.21,Placed
80,38,26,67,48,5,2,6.35,Placed
97,83,76,76,96,2,3,5.81,Placed
85,77,37,71,72,5,1,7.98,Placed
62,22,91,31,82,5,3,9.61,Placed
99,26,40,92,97,0,2,5.11,Placed
99,87,88,53,28,1,1,6.01,Placed
54,31,36,60,65,5,1,6.01,Placed
98,71,33,79,89,0,3,5.05,Placed
94,41,33,30,97,1,0,6.9,Placed
54,74,50,85,60,1,3,7.48,Placed
76,64,68,35,44,1,3,5.37,Placed
82,89,57,59,53,4,0,8.63,Placed
50,94,61,26,38,3,2,7.55,Placed
92,32,75,55,56,0,1,7.26,Placed
83,52,33,70,80,4,0,9.64,Placed
97,79,83,85,41,1,0,5.07,Placed
50,31,82,95,88,1,0,8.14,Placed
56,86,73,41,93,4,2,8.67,Placed
71,97,76,49,74,1,1,9.38,Placed
94,85,42,89,60,3,0,6.69,Placed
76,77,22,83,95,4,3,7.01,Placed
99,35,78,81,27,3,3,6.18,Placed
65,86,38,21,66,0,3,7.7,Placed
45,41,43,48,100,2,2,8.37,Placed
45,70,66,21,62,4,3,9.69,Placed
83,53,71,92,39,5,0,7.61,Placed
89,42,29,93,37,2,3,9.84,Placed
88,96,25,91,95,4,2,6.18,Placed
79,97,89,56,89,0,1,5.63,Placed
98,24,62,24,97,5,1,8.31,Placed
74,75,96,52,84,2,1,6.49,Placed
78,63,98,85,90,5,0,8.24,Placed
58,64,77,100,89,4,3,9.81,Placed
88,24,76,31,65,1,1,9.48,Placed
65,77,69,81,45,4,1,5.13,Placed
79,77,55,68,29,4,0,8.6,Placed
82,79,83,98,88,3,3,7.71,Placed
94,99,93,75,84,3,1,9.19,Placed
48,60,86,93,45,3,0,8.95,Placed
74,60,87,20,71,5,1,8.41,Placed
90,50,67,26,54,0,2,8.78,Placed
64,68,99,62,78,4,0,5.15,Placed
47,41,55,89,42,5,2,9.26,Placed
57,52,43,87,70,3,3,5.98,Placed
62,98,57,43,51,5,1,8.42,Placed
87,93,54,70,48,1,0,6.7,Placed
50,53,30,61,43,4,2,8.61,Placed
99,81,42,63,69,1,1,7.02,Placed
77,48,48,63,87,4,2,5.51,Placed
95,84,33,91,70,2,2,5.13,Placed
81,82,86,53,69,4,2,5.08,Placed
60,82,56,53,48,0,1,6.53,Placed
79,35,85,93,29,0,3,8.0,Placed
50,26,45,86,62,4,1,6.35,Placed
42,31,66,46,70,2,0,6.63,Placed
69,33,61,61,45,0,1,8.64,Placed
63,99,47,73,80,5,0,6.19,Placed
67,77,60,25,22,4,2,9.76,Placed
49,33,56,31,24,2,1,7.28,Placed
79,87,35,95,87,3,0,8.03,Placed
93,36,81,20,54,2,1,6.18,Placed
72,87,91,64,71,1,1,9.68,Placed
75,74,73,27,61,4,3,8.96,Placed
68,88,76,55,58,1,1,7.46,Placed
61,85,63,55,89,5,2,8.66,Placed
67,66,60,98,56,1,1,6.52,Placed
79,35,30,74,62,0,1,9.66,Placed
40,25,25,39,59,2,1,7.93,Placed
96,49,29,50,36,5,0,9.0,Placed
95,60,28,46,20,2,2,7.4,Placed
73,46,74,91,43,5,0,6.42,Placed
58,86,87,98,69,3,3,5.72,Placed
94,48,74,77,76,5,2,8.22,Placed
49,20,36,66,85,5,1,9.6,Placed
58,46,28,87,47,1,0,8.69,Placed
52,28,36,45,97,1,0,8.13,Placed
79,31,27,68,21,0,1,7.08,Placed
71,40,46,90,79,2,0,7.66,Placed
89,80,71,86,31,5,3,5.88,Placed
51,64,81,79,61,2,2,7.81,Placed
57,81,37,68,39,4,0,6.63,Placed
79,31,85,78,68,5,1,8.65,Placed
65,26,90,43,76,0,3,5.88,Placed
69,47,45,76,47,4,1,9.78,Placed
99,23,61,43,42,1,1,8.7,Placed
96,41,32,74,61,5,0,8.2,Placed
55,90,90,38,50,1,2,8.27,Placed
84,51,93,89,46,2,2,6.33,Placed
47,82,79,83,48,1,3,6.45,Placed
100,22,93,62,53,2,3,8.06,Placed
86,34,43,77,97,4,3,5.01,Placed
76,42,76,28,40,0,2,6.23,Placed
97,96,79,87,83,5,0,6.07,Placed
85,61,37,94,91,4,1,5.65,Placed
41,32,37,66,70,5,0,7.74,Placed
51,24,25,53,90,3,3,7.59,Placed
72,92,76,64,46,5,2,8.34,Placed
62,43,50,88,70,0,0,6.01,Placed
57,58,50,69,30,4,2,5.55,Placed
44,64,40,46,93,0,0,8.89,Placed
81,93,41,95,64,5,0,5.46,Placed
52,81,55,85,44,0,1,9.56,Placed
76,73,80,30,46,5,3,5.46,Placed
47,38,70,26,39,5,1,5.58,Placed
50,35,78,72,79,5,1,5.27,Placed
78,31,34,34,68,3,0,5.65,Placed
51,25,35,99,24,3,1,8.61,Placed
82,87,76,51,45,4,1,5.19,Placed
76,44,75,68,63,1,0,8.3,Placed
69,58,86,33,39,2,1,5.5,Placed
58,22,91,70,100,4,1,9.61,Placed
95,21,93,61,37,1,2,6.88,Placed
41,95,44,66,64,5,3,9.2,Placed
44,20,47,92,96,2,1,8.9,Placed
77,83,22,32,49,3,0,5.71,Placed
52,74,65,90,61,4,2,6.94,Placed
88,36,47,23,53,0,1,5.13,Placed
70,26,74,35,66,4,1,7.4,Placed
75,83,55,27,41,4,0,7.22,Placed
86,30,75,74,95,0,3,6.14,Placed
48,56,87,33,63,2,2,9.76,Placed
50,100,20,48,56,0,1,5.29,Placed
41,98,66,71,83,4,3,6.84,Placed
97,59,99,28,67,3,2,6.86,Placed
67,42,51,52,81,0,1,9.18,Placed
56,79,75,20,34,0,0,8.85,Placed
91,85,35,24,46,0,3,7.77,Placed
46,77,71,55,31,3,1,7.12,Placed
42,89,21,86,32,5,2,7.24,Placed
49,95,23,33,63,5,0,7.32,Placed
52,85,25,72,77,0,1,5.27,Placed
85,49,62,30,26,2,2,9.85,Placed
57,82,58,45,71,1,0,8.52,Placed
41,22,92,75,43,2,2,7.23,Placed
85,74,96,52,83,0,1,5.6,Placed
40,62,45,45,97,3,1,9.11,Placed
98,76,52,75,70,3,1,5.39,Placed
77,28,87,50,37,5,3,5.09,Placed
43,54,71,73,74,0,2,9.83,Placed
80,95,23,28,34,0,3,7.94,Placed
82,79,35,52,24,0,2,7.93,Placed
74,90,28,92,100,5,2,7.87,Placed
60,51,28,60,42,0,2,8.05,Placed
72,24,95,58,96,3,3,8.92,Placed
73,83,48,28,45,3,3,8.43,Placed
92,73,68,97,91,5,2,5.51,Placed
98,68,32,39,47,3,2,9.76,Placed
71,81,93,54,51,1,1,8.81,Placed
67,43,46,85,95,4,2,7.91,Placed
98,34,98,77,21,0,2,5.83,Placed
67,37,23,47,79,0,3,9.1,Placed
74,41,33,31,72,0,1,8.3,Placed
82,23,100,100,53,0,0,6.18,Placed
83,98,93,85,96,4,3,9.5,Placed
97,34,30,76,22,5,2,9.64,Placed
72,23,29,89,71,2,2,7.68,Placed
